index,donation,gender,age,edu,spouse,housing,nfamily,inc
732,30000,2,40,4,1,33,62,620
733,120000,2,54,3,4,33,61,650
734,360000,1,28,4,1,33,62,620
735,240000,2,55,3,5,31,62,630
736,600000,1,23,4,1,31,62,630
737,480000,1,56,3,2,31,63,660
738,480000,2,57,3,2,31,63,660
739,240000,2,50,3,2,33,64,610
740,360000,1,50,3,2,31,63,630
741,140000,2,56,4,2,31,63,678
742,360000,2,66,3,2,31,62,620
743,55000,2,52,5,3,31,61,630
744,360000,2,55,3,5,31,62,610
745,120000,2,43,5,1,31,63,640
746,20000,2,47,4,2,31,64,660
747,300000,2,32,5,2,32,63,630
748,10000,1,69,3,2,31,62,630
749,400000,2,65,2,2,31,62,630
750,50000,2,42,7,1,31,62,610
751,240000,2,32,5,1,31,63,650
752,120000,2,60,5,4,31,61,620
753,190000,2,45,5,1,31,63,620
754,1200000,1,56,6,2,31,63,678
755,120000,1,62,5,2,31,64,660
756,50000,2,52,2,2,31,63,650
757,200000,2,20,3,1,31,63,650
758,50000,1,59,4,2,31,63,650
759,12000,1,40,5,2,33,64,678
760,12000,2,40,5,2,33,64,678
761,200000,1,41,6,2,32,62,678
762,20000,2,39,5,2,32,62,678
763,60000,2,50,4,2,31,63,678
764,360000,2,72,1,5,31,62,630
765,960000,2,45,5,2,33,63,630
766,120000,2,61,1,2,31,63,660
767,120000,2,50,5,2,31,63,678
768,10000,1,20,3,1,31,64,678
769,120000,1,62,5,2,31,62,650
770,360000,1,45,4,2,32,64,650
771,40000,2,17,3,1,32,64,650
772,10000,2,15,2,1,32,64,650
773,2000000,2,51,3,4,31,61,650
774,240000,1,59,3,2,35,63,640
775,10000,1,16,3,1,31,64,640
776,240000,1,41,5,4,31,63,650
777,240000,1,60,5,2,31,63,640
778,120000,2,58,4,2,31,63,640
779,240000,1,64,3,3,31,61,640
780,120000,2,48,4,4,33,63,640
781,360000,2,47,3,2,31,64,650
782,720000,2,52,5,4,35,63,630
783,240000,2,38,5,2,32,64,640
784,240000,2,72,3,5,31,61,620
785,360000,2,55,4,2,31,62,640
786,10000,2,63,2,5,31,61,620
787,120000,2,66,2,5,31,61,620
788,480000,2,37,4,2,31,63,640
789,20000,1,47,1,2,31,64,650
790,100000,2,16,3,1,31,64,660
791,100000,2,14,2,1,31,64,660
792,240000,2,51,3,2,31,62,620
793,300000,1,51,3,2,31,64,650
794,40000,2,46,5,2,31,64,650
795,120000,1,45,4,2,31,64,650
796,360000,2,41,3,2,31,63,678
797,20000,2,50,5,2,31,63,660
798,154000,2,38,7,2,32,64,660
799,60000,1,48,4,2,33,64,678
800,120000,2,43,3,2,33,64,678
801,600000,1,44,6,2,32,63,620
802,90000,2,32,5,2,32,64,650
803,1000000,1,49,6,2,32,63,678
804,150000,2,48,5,2,32,63,678
805,30000,2,29,4,1,33,61,630
806,30000,1,15,3,1,33,63,630
807,90000,2,58,3,2,31,63,620
808,120000,1,62,3,2,31,62,630
809,120000,2,60,2,2,31,62,630
810,60000,1,66,3,2,33,62,630
811,780000,2,31,5,1,33,62,630
812,120000,2,56,3,2,33,61,630
813,30000,1,33,2,2,34,64,650
814,120000,1,35,4,2,31,64,650
815,360000,1,40,4,2,31,64,640
816,2000,1,20,4,1,34,61,610
817,360000,2,38,5,2,31,62,650
818,200000,1,44,7,2,31,64,678
819,200000,1,41,5,2,31,62,660
820,400000,1,46,5,2,31,62,678
821,400000,2,45,5,2,31,62,678
822,100000,1,60,5,2,31,63,678
823,240000,2,56,3,2,31,63,660
824,120000,1,60,3,2,31,62,640
825,120000,2,57,3,2,31,62,640
826,20000,1,62,4,2,31,62,630
827,20000,2,64,3,2,31,62,630
828,30000,2,54,3,2,31,62,630
829,360000,1,41,4,2,31,63,620
830,360000,2,35,4,2,31,63,620
831,20000,2,62,3,2,31,62,640
832,120000,2,13,2,1,31,64,640
833,10000,2,36,4,2,31,64,650
834,100000,1,38,5,2,31,64,678
835,30000,1,43,4,2,31,63,678
836,240000,1,56,3,2,31,63,650
837,120000,2,51,3,2,31,63,660
838,10001,2,16,3,1,31,64,640
839,1000000,2,56,5,1,31,61,650
840,360000,1,57,6,2,31,64,660
841,100000,1,37,5,1,31,62,630
842,90000,2,25,5,1,31,64,660
843,10000,2,47,6,2,31,63,678
844,360000,2,41,5,2,31,64,678
845,360000,1,56,5,2,31,62,678
846,360000,2,51,5,2,31,62,678
847,50000,1,68,3,2,31,62,650
848,50000,2,61,3,2,31,62,650
849,20000,2,39,4,2,31,64,660
850,10000,2,27,5,1,31,64,660
851,10000,2,44,6,2,31,63,630
852,50000,2,47,3,2,31,63,640
853,10000,1,17,3,1,31,64,678
854,15000,1,15,2,1,31,63,610
855,120000,2,45,3,2,31,64,640
856,120000,2,46,3,4,33,61,630
857,20000,2,48,3,2,31,61,630
858,10000,1,66,3,2,31,62,620
859,10000,2,68,3,2,31,62,620
860,240000,2,27,5,2,32,62,678
861,100000,2,47,4,2,31,64,660
862,120000,2,21,3,1,31,64,630
863,360000,2,56,4,2,31,63,650
864,360000,2,21,4,1,33,61,620
865,100000,1,67,3,2,31,63,660
866,360000,1,26,5,1,32,61,630
867,120000,2,50,5,2,32,64,660
868,720000,1,37,5,1,32,61,640
869,50000,2,34,3,2,33,64,660
870,50000,1,25,4,2,31,62,678
871,360000,2,48,3,4,33,61,620
872,240000,2,35,4,4,31,64,630
873,240000,2,49,4,2,32,63,650
874,600000,1,85,3,2,32,62,620
875,600000,2,83,3,2,32,62,620
876,160000,2,36,5,2,31,64,678
877,300003,1,40,6,2,31,63,678
878,300000,2,34,5,2,31,62,678
879,10000,1,50,5,2,31,64,678
880,120000,2,56,4,2,31,63,678
881,300000,1,51,6,2,31,61,650
882,120000,1,59,5,2,31,63,640
883,120000,2,29,5,1,31,63,640
884,120000,1,37,3,2,31,64,640
885,120000,1,58,5,2,31,62,650
886,360000,2,63,3,2,35,63,620
887,60000,1,26,5,1,35,63,620
888,100000,2,56,3,5,31,62,610
889,30000,2,74,1,5,31,61,610
890,10000,1,44,3,2,31,64,660
891,50000,2,42,5,2,31,64,660
892,30000,1,81,1,2,31,62,610
893,360000,1,60,5,2,31,62,640
894,50000,2,38,4,2,34,64,650
895,800000,1,73,5,5,31,61,630
896,200000,2,53,4,2,31,62,640
897,60000,2,59,3,2,31,62,620
898,240000,1,45,3,1,33,61,630
899,96000,1,72,3,2,31,62,620
900,300000,1,65,3,2,31,64,630
901,100000,2,55,5,2,31,62,678
902,200000,1,50,6,2,33,62,660
903,360000,2,50,5,2,33,62,660
904,10000,2,55,2,5,33,62,630
905,120000,1,14,2,1,33,62,620
906,120000,1,42,4,2,33,61,660
907,360000,2,65,3,2,33,61,610
908,600000,2,67,4,2,31,62,650
909,50000,2,58,3,2,32,61,640
910,270000,1,63,3,2,31,62,640
911,100000,2,59,3,2,31,62,640
912,36000,1,64,3,2,31,62,630
913,600000,2,48,5,2,31,64,650
914,360000,1,55,5,2,31,63,650
915,240000,2,47,4,2,31,63,650
916,120000,2,37,4,2,35,64,640
917,120000,2,56,1,5,35,63,610
918,400000,1,45,4,2,31,64,650
919,100000,2,43,5,2,31,64,650
920,200000,2,26,5,1,31,64,640
921,120000,2,70,3,2,31,62,630
922,200000,1,33,6,1,32,61,640
923,50000,1,30,4,4,32,62,630
924,100000,2,18,5,1,31,64,660
925,100000,2,47,4,2,31,64,678
926,300000,2,21,5,1,31,64,678
927,100000,1,49,3,2,31,64,620
928,200000,1,79,2,2,31,61,610
929,100000,1,69,1,2,31,62,620
930,50000,1,77,1,2,31,62,620
931,10000,1,47,3,2,31,64,630
932,500000,1,30,5,2,31,64,640
933,120000,2,58,2,2,31,62,610
934,120000,1,51,3,2,32,62,620
935,120000,2,52,3,2,32,62,620
936,50000,2,53,3,2,31,62,640
937,100000,1,67,2,2,31,62,630
938,600000,2,53,5,2,31,62,630
939,240000,2,47,3,2,31,61,678
940,360000,2,58,3,2,31,62,660
941,100000,1,59,3,2,31,62,640
942,200000,1,65,5,2,31,62,620
943,240000,2,39,3,2,33,62,630
944,240000,2,29,3,1,33,61,620
945,240000,1,27,5,1,33,61,630
946,3600000,1,41,4,2,31,64,640
947,3600000,2,41,3,2,31,64,640
948,30000,1,42,5,3,33,61,660
949,120000,2,34,6,2,31,63,678
950,10000,1,42,3,2,31,63,640
951,35000,1,14,2,1,31,63,640
952,720000,1,41,6,2,31,64,678
953,720000,2,37,6,2,31,64,678
954,10000,2,35,4,2,31,62,630
955,20000,1,48,4,2,31,64,660
956,36000,1,14,2,1,31,64,660
957,13000,2,44,6,2,31,64,660
958,2720000,2,40,3,2,31,64,660
959,100000,2,56,3,2,33,61,620
960,120000,2,58,5,1,31,62,610
961,50000,1,46,6,2,32,61,650
962,300000,1,34,3,2,31,62,678
963,10000,2,84,0,5,31,61,610
964,240000,2,42,4,4,33,62,630
965,40000,1,20,4,1,33,62,620
966,36000,2,35,4,2,31,64,640
967,10000,2,22,4,1,31,63,640
968,140000,2,72,2,4,31,61,610
969,300000,1,50,5,2,31,64,640
970,100000,2,40,4,2,31,64,640
971,200000,1,50,3,2,31,62,640
972,240000,1,50,5,2,31,62,660
973,320000,2,39,4,2,31,64,650
974,50000,1,58,6,2,31,63,678
975,360000,1,17,3,1,31,63,678
976,10000,2,52,3,2,31,63,640
977,100000,1,53,5,2,31,62,678
978,360000,1,41,5,2,31,64,650
979,120000,2,41,5,2,31,64,650
980,360000,1,30,6,1,31,63,640
981,40000,1,58,1,2,31,63,640
982,240000,2,57,5,2,31,63,640
983,600000,1,51,7,4,32,61,678
984,410000,2,46,5,2,31,64,678
985,400000,1,57,3,2,31,63,650
986,240000,2,50,5,2,32,62,650
987,120000,2,53,3,2,31,61,630
988,120000,2,38,5,3,31,62,630
989,680000,2,50,3,2,31,62,640
990,360000,2,23,5,1,33,62,620
991,240000,1,37,4,2,32,64,650
992,120000,2,36,4,2,32,64,650
993,150000,1,50,5,2,31,64,650
994,100000,1,78,2,2,31,62,630
995,360000,1,51,4,2,31,61,640
996,240000,1,53,3,4,33,61,620
997,100000,2,40,5,1,31,63,610
998,40000,2,58,3,2,31,63,650
999,600000,2,40,5,4,35,64,620
1000,100000,2,29,3,1,31,61,620
1001,360000,1,35,3,1,33,64,640
1002,100000,1,56,7,2,31,62,678
1003,30000,2,53,5,2,31,62,678
1004,120000,1,40,4,2,31,64,650
1005,120000,2,40,4,2,31,64,650
1006,60000,2,13,2,1,31,64,650
1007,300000,2,52,5,2,31,64,678
1008,240000,1,48,3,2,31,64,630
1009,10000,2,73,2,5,31,62,620
1010,120000,2,57,6,2,31,63,678
1011,240000,1,54,3,2,31,63,660
1012,3360000,1,57,4,2,31,63,660
1013,240000,2,61,5,2,31,61,640
1014,1080000,2,51,6,2,31,63,640
1015,70000,2,25,5,1,31,63,640
1016,5000,2,36,5,2,31,63,640
1017,600000,1,65,3,2,31,63,630
1018,30000,2,53,3,2,31,63,660
1019,580000,2,34,5,2,32,63,630
1020,100000,2,36,5,2,31,64,678
1021,360000,2,45,5,2,31,64,660
1022,360000,1,17,3,1,31,64,660
1023,360000,1,14,2,1,31,64,660
1024,360000,1,55,3,2,31,63,640
1025,120000,1,37,5,2,33,64,640
1026,240000,2,39,4,2,33,64,640
1027,240000,2,44,4,2,31,62,650
1028,5000,2,37,5,2,31,62,660
1029,120000,1,41,5,2,31,64,650
1030,130000,2,41,4,2,31,64,650
1031,360000,2,39,6,2,31,64,650
1032,120000,1,37,5,2,31,64,678
1033,10000,2,37,5,2,31,64,678
1034,40000,1,69,2,2,31,62,620
1035,10000,1,64,4,2,31,62,640
1036,100000,1,53,5,1,35,61,620
1037,10000,2,84,0,5,31,61,610
1038,120000,2,63,2,1,31,61,630
1039,360000,1,47,4,2,31,63,650
1040,1360000,1,41,4,2,31,64,678
1041,120000,2,42,3,2,31,64,678
1042,360000,2,36,4,1,33,61,610
1043,100000,1,39,3,1,33,61,630
1044,360000,1,26,3,1,33,61,630
1045,360000,2,23,5,1,33,61,630
1046,60000,1,22,4,1,31,63,678
1047,180000,1,42,3,2,31,64,640
1048,10000,1,49,4,2,31,64,660
1049,100000,1,27,4,1,31,64,660
1050,10000,1,47,5,2,31,64,650
1051,360000,2,43,6,2,31,64,650
1052,120000,1,50,3,2,33,64,678
1053,240000,1,34,4,2,31,64,640
1054,100000,1,58,5,2,31,64,678
1055,1800000,2,53,5,2,31,64,678
1056,120000,1,47,5,2,31,64,650
1057,170000,2,47,5,2,31,64,650
1058,10000,1,18,5,1,31,64,650
1059,10000,1,16,3,1,31,64,650
1060,600000,1,49,3,2,31,63,640
1061,100000,2,47,5,2,31,63,640
1062,360000,2,54,5,2,31,63,678
1063,36000,2,18,3,1,31,63,678
1064,10000,2,42,5,2,31,64,660
1065,30000,1,46,6,2,31,63,678
1066,150000,2,41,6,2,31,63,678
1067,240000,1,53,4,2,31,62,650
1068,120000,2,61,3,2,31,63,640
1069,100000,2,35,5,2,31,63,678
1070,240000,1,44,5,2,31,64,640
1071,240000,2,44,5,2,31,64,640
1072,120000,2,42,5,2,31,64,660
1073,920000,2,59,3,2,31,62,640
1074,1001000,1,36,5,2,31,64,678
1075,1000001,2,36,5,2,31,64,678
1076,60000,1,15,3,1,33,63,630
1077,120000,2,63,3,4,31,61,640
1078,10000,2,55,2,5,31,62,620
1079,120000,2,37,3,2,33,63,640
1080,240000,2,58,3,5,31,61,620
1081,500000,2,60,3,5,31,62,620
1082,1000000,1,65,6,2,31,62,630
1083,120000,1,61,5,2,31,62,640
1084,360000,2,56,3,2,31,62,640
1085,100000,2,56,4,4,31,61,630
1086,10000,1,69,2,2,31,62,620
1087,10000,2,68,2,2,31,62,620
1088,120000,2,46,4,2,31,64,660
1089,40000,2,58,4,2,31,62,650
1090,180000,1,50,3,2,31,64,650
1091,180000,2,38,3,2,31,64,650
1092,700000,1,58,5,2,31,64,678
1093,300000,1,40,4,2,31,64,630
1094,360000,2,37,4,2,31,64,630
1095,240000,2,48,3,2,31,64,660
1096,60000,2,54,3,2,31,63,660
1097,120000,1,49,3,2,35,64,630
1098,480000,1,46,3,2,31,64,640
1099,120000,2,44,3,2,31,64,640
1100,60000,2,21,4,1,31,64,640
1101,150000,2,18,4,1,31,64,640
1102,100000,2,58,3,2,31,62,650
1103,60000,2,45,2,2,31,63,630
1104,360000,1,54,5,2,32,63,678
1105,600000,2,54,5,2,32,63,678
1106,10000,1,21,5,1,32,63,678
1107,300000,1,24,4,1,33,61,640
1108,240000,2,39,4,2,32,64,650
1109,12000,1,55,7,2,31,62,678
1110,30000,1,39,5,2,31,64,678
1111,30000,1,59,5,2,31,63,650
1112,36000,2,45,5,2,31,63,660
1113,20000,1,46,4,2,31,63,610
1114,360000,2,41,5,2,31,63,610
1115,360000,2,45,4,2,31,62,620
1116,40000,1,36,5,2,31,64,678
1117,120000,2,75,2,2,31,63,620
1118,240000,1,61,4,2,31,62,640
1119,240000,2,35,5,1,33,61,630
1120,240000,1,51,3,2,32,63,660
1121,300000,2,47,3,2,32,63,660
1122,120000,1,46,5,2,31,63,650
1123,50000,2,45,4,2,31,63,650
1124,600000,1,51,3,1,31,61,678
1125,360000,1,35,4,1,31,61,630
1126,120000,1,50,5,2,31,63,640
1127,360000,2,35,5,2,31,62,678
1128,260000,2,40,5,2,35,64,660
1129,60000,1,49,3,4,31,63,650
1130,120000,1,50,5,2,31,64,678
1131,80000,2,47,4,2,31,64,678
1132,600000,1,49,5,5,31,62,650
1133,120000,2,26,5,1,31,64,650
1134,300000,1,60,5,2,31,63,640
1135,360000,2,60,6,2,31,62,630
1136,100000,2,30,5,2,32,63,678
1137,120000,2,54,3,2,31,62,678
1138,140000,1,60,3,2,31,62,630
1139,60000,2,56,3,2,31,62,630
1140,5000,1,51,5,2,31,64,640
1141,60000,1,22,5,1,31,64,640
1142,60000,2,20,4,1,31,64,640
1143,120000,2,60,5,2,31,63,650
1144,240000,2,29,7,1,31,63,650
1145,480000,2,63,2,5,35,64,630
1146,120000,2,60,3,2,32,63,640
1147,120000,1,44,5,2,31,63,660
1148,300000,2,40,5,2,31,63,660
1149,3600000,1,48,4,2,31,64,650
1150,3600000,2,41,4,2,31,64,650
1151,360000,2,15,3,1,31,64,650
1152,240000,1,48,4,2,31,64,678
1153,30000,2,48,3,2,31,64,678
1154,500000,1,49,5,2,32,63,678
1155,420000,2,50,6,2,32,63,678
1156,60000,1,42,5,2,31,63,640
1157,500000,2,39,5,2,31,63,640
1158,90000,2,55,7,1,35,61,640
1159,120000,1,46,3,4,33,62,660
1160,360000,2,45,7,2,31,63,678
1161,2000000,1,62,3,2,32,62,678
1162,2000000,2,71,1,2,32,62,678
1163,240000,1,40,5,2,31,64,678
1164,500000,2,36,5,2,31,64,678
1165,500000,2,49,5,2,31,64,640
1166,120000,2,53,5,2,33,64,650
1167,360000,1,41,5,2,31,64,640
1168,360000,2,37,4,2,31,64,640
1169,500000,2,45,4,2,31,64,678
1170,240000,1,60,3,2,32,62,640
1171,120000,2,59,4,2,32,62,640
1172,600000,1,70,3,2,31,62,640
1173,240000,2,46,3,2,31,62,640
1174,120000,1,62,3,2,31,62,620
1175,30000,1,65,3,2,31,63,650
1176,30000,2,59,3,2,31,63,650
1177,360000,1,53,6,4,31,61,650
1178,240000,1,53,4,1,33,61,650
1179,120000,1,58,4,2,31,62,650
1180,240000,2,46,4,4,31,64,620
1181,120000,2,58,3,2,31,63,650
1182,120000,2,57,3,2,31,63,630
1183,360000,2,45,5,2,32,64,678
1184,240000,2,46,3,2,31,64,640
1185,20000,2,62,3,4,33,62,630
1186,10000,1,70,1,2,31,63,660
1187,100000,1,77,1,2,31,62,630
1188,100000,2,77,1,2,31,62,630
1189,240000,1,34,7,2,34,61,620
1190,240000,1,48,3,4,31,63,620
1191,240000,2,62,6,2,31,63,678
1192,120000,2,52,5,2,31,63,640
1193,10000,2,38,6,2,31,64,660
1194,150000,2,35,4,2,32,64,640
1195,240000,1,60,3,2,31,63,678
1196,10000,2,58,5,2,31,63,678
1197,100000,1,30,4,2,31,64,630
1198,40000,1,41,3,1,31,61,650
1199,480000,2,85,1,5,31,62,630
1200,200000,1,45,3,2,31,64,630
1201,10000,2,52,3,2,31,62,660
1202,120000,1,51,5,2,32,63,630
1203,120000,2,48,5,2,32,63,630
1204,1000,1,13,2,1,31,64,650
1205,100000,2,59,4,1,32,62,620
1206,240000,2,55,5,1,32,62,620
1207,420000,2,52,5,3,31,61,660
1208,360000,2,53,4,2,31,63,620
1209,660000,2,60,5,5,31,62,650
1210,120000,1,43,5,2,31,64,678
1211,120000,2,38,4,2,31,64,678
1212,300000,1,69,5,2,31,62,630
1213,120000,1,53,3,2,31,63,630
1214,30000,2,51,5,5,31,61,630
1215,240000,1,55,2,2,31,62,650
1216,480000,2,53,3,2,31,62,650
1217,480000,2,41,5,2,31,64,640
1218,20000,2,52,4,2,31,62,660
1219,360000,2,53,4,2,33,62,650
1220,550000,1,54,3,2,31,62,678
1221,240000,1,47,3,2,31,64,650
1222,120000,2,55,4,2,31,62,650
1223,1200000,1,59,6,2,31,62,678
1224,120000,2,60,4,2,31,62,678
1225,50000,1,46,5,2,31,63,650
1226,10000,2,47,5,2,31,63,650
1227,100000,2,49,5,2,34,61,650
1228,120000,2,45,5,2,34,62,640
1229,120000,2,39,3,2,32,63,630
1230,50000,1,55,4,2,31,62,660
1231,120000,1,57,3,2,31,64,678
1232,240000,2,39,6,2,31,63,678
1233,120000,2,94,6,5,35,61,620
1234,120000,1,48,5,2,32,64,630
1235,120000,2,46,4,2,32,64,630
1236,60000,2,54,3,2,32,64,630
1237,30000,2,27,5,1,32,64,630
1238,50000,1,42,4,2,31,64,620
1239,120000,1,41,3,2,31,64,640
1240,360000,1,54,4,2,35,63,650
1241,240000,1,66,1,2,33,62,620
1242,120000,1,32,4,2,31,63,620
1243,10000,2,61,2,2,31,62,650
1244,560000,1,44,4,2,31,64,630
1245,560000,2,42,4,2,31,64,630
1246,30000,1,58,5,4,33,61,630
1247,120000,1,47,5,2,33,64,640
1248,360000,2,42,6,2,33,64,640
1249,60000,1,35,6,1,32,61,610
1250,100000,2,27,4,2,31,62,640
1251,1000000,1,48,4,2,31,62,630
1252,300000,2,48,5,2,31,62,630
1253,120000,1,63,3,2,31,62,650
1254,240000,1,48,4,4,31,61,620
1255,240000,2,57,5,2,31,62,678
1256,300000,2,28,5,2,33,62,650
1257,240000,2,30,5,2,32,62,660
1258,240000,1,61,5,2,31,62,650
1259,120000,2,40,4,2,31,63,610
1260,100000,2,58,6,2,31,62,650
1261,360000,2,72,3,2,31,62,630
1262,30000,1,43,5,2,35,63,678
1263,120000,2,73,1,5,31,61,610
1264,50000,1,59,6,2,31,64,678
1265,120000,2,58,5,2,31,64,678
1266,100000,2,29,5,1,31,64,678
1267,240000,2,38,6,1,32,62,640
1268,2000000,2,66,3,5,32,62,640
1269,120000,1,58,5,2,32,64,660
1270,40000,2,32,5,1,31,64,678
1271,120000,1,68,5,2,31,63,640
1272,200000,1,65,3,2,31,62,630
1273,300000,2,51,5,1,31,62,620
1274,120000,2,53,2,2,31,64,678
1275,240000,2,56,5,1,35,61,620
1276,240000,1,40,5,2,33,64,640
1277,120000,2,48,4,2,31,62,640
1278,240000,1,49,5,2,31,63,678
1279,600000,1,28,4,2,31,62,660
1280,600000,2,24,4,2,31,62,660
1281,120000,2,24,3,2,31,62,630
1282,156000,2,43,4,2,31,64,630
1283,40000,2,16,3,1,31,64,630
1284,240000,1,41,4,4,31,61,640
1285,240000,2,85,0,5,31,61,620
1286,300000,2,60,4,2,31,63,640
1287,120000,1,42,4,2,31,64,640
1288,240000,2,44,5,2,31,64,640
1289,120000,2,25,4,2,33,63,640
1290,500000,1,58,4,2,31,64,640
1291,10000,2,53,4,2,31,64,640
1292,120000,1,54,5,4,31,64,660
1293,360000,2,38,5,2,31,63,678
1294,50000,1,55,4,2,31,63,660
1295,5000,1,14,2,1,31,63,660
1296,60000,1,35,5,2,32,64,630
1297,120000,2,45,6,2,31,62,660
1298,20000,1,28,4,1,31,63,660
1299,900000,1,57,4,2,31,62,650
1300,120000,1,43,5,2,31,63,630
1301,156000,2,44,6,2,31,63,630
1302,120000,1,76,3,2,31,62,630
1303,1200000,2,64,5,2,31,62,678
1304,400000,2,64,2,2,31,62,640
1305,120000,1,61,5,2,31,62,640
1306,120000,2,61,3,2,31,62,640
1307,360000,1,29,5,1,31,64,660
1308,1000000,1,52,5,2,31,62,650
1309,480000,2,52,5,2,31,62,650
1310,120000,1,53,5,2,31,63,678
1311,240000,1,62,3,2,31,64,630
1312,50000,2,21,5,1,31,64,630
1313,50000,1,37,4,2,32,62,620
1314,240000,2,59,5,2,31,63,650
1315,20000,1,56,4,3,32,61,678
1316,600000,1,59,3,2,31,62,660
1317,120000,2,61,3,2,33,62,640
1318,110000,2,22,5,1,32,64,630
1319,240000,2,54,4,2,33,62,620
1320,2400000,2,55,6,2,31,64,678
1321,40000,2,27,5,1,31,63,620
1322,200000,1,55,4,2,31,63,610
1323,240000,2,49,4,2,32,64,650
1324,120000,2,21,4,1,32,64,650
1325,240000,2,28,3,1,31,64,678
1326,120000,1,46,4,2,31,64,650
1327,360000,1,46,5,1,31,64,650
1328,120000,1,50,5,2,34,64,678
1329,1200000,2,52,5,2,34,64,678
1330,120000,1,24,4,1,34,64,678
1331,240000,2,61,3,2,31,62,630
1332,20000,2,49,4,2,31,64,640
1333,360000,1,52,3,2,33,63,678
1334,400000,2,49,3,2,33,63,678
1335,240000,1,39,4,2,33,63,630
1336,240000,2,56,5,1,33,61,650
1337,300000,1,43,3,4,31,64,650
1338,120000,1,45,4,2,31,63,660
1339,10000,1,63,6,2,31,63,660
1340,360000,1,56,4,2,31,63,650
1341,360000,2,81,1,2,31,63,650
1342,120000,1,44,4,2,31,63,660
1343,120000,2,38,4,2,31,63,660
1344,96000,1,13,2,1,31,63,660
1345,120000,2,49,3,2,31,64,620
1346,900000,2,31,4,1,31,62,630
1347,420000,1,41,4,2,31,62,630
1348,360000,2,45,4,2,31,62,630
1349,400000,2,49,4,2,31,61,630
1350,120000,1,42,4,2,31,61,660
1351,120000,1,33,5,1,35,61,640
1352,250000,2,49,5,1,32,61,650
1353,270000,2,23,4,1,33,61,630
1354,100000,2,39,4,2,31,64,650
1355,500000,2,36,4,2,31,64,650
1356,200000,1,47,5,2,31,64,650
1357,360000,1,55,6,2,31,63,660
1358,1000000,1,60,2,2,31,62,640
1359,360000,1,41,5,1,31,63,678
1360,120000,1,42,6,2,31,64,660
1361,120000,2,42,5,2,31,64,660
1362,240000,1,58,4,2,31,64,650
1363,100000,1,53,5,2,32,63,640
1364,100000,1,34,5,2,31,63,630
1365,1000000,1,53,3,2,31,61,640
1366,100000,1,59,3,4,31,61,620
1367,1250000,1,36,3,2,31,63,660
1368,420000,2,41,4,2,31,63,640
1369,480000,2,55,3,2,31,63,630
1370,240000,1,56,5,2,31,62,640
1371,360000,2,55,4,4,33,61,630
1372,500000,2,41,5,2,31,64,678
1373,120000,1,27,5,1,31,64,630
1374,200000,1,22,5,1,31,64,630
1375,100000,2,48,5,2,31,63,650
1376,240000,1,53,5,2,31,64,678
1377,200000,2,48,4,2,31,64,678
1378,59000,2,19,3,1,31,64,678
1379,120000,1,41,5,2,33,64,630
1380,575000,2,40,5,2,33,61,620
1381,120000,2,50,5,2,33,62,678
1382,200000,1,47,6,2,31,64,678
1383,55000,2,48,5,2,31,64,678
1384,600000,1,45,6,2,31,64,660
1385,600000,2,39,5,2,31,64,660
1386,120000,2,43,3,4,35,63,640
1387,600000,1,49,4,2,31,63,660
1388,1000000,2,76,5,2,31,62,620
1389,120000,2,58,3,4,32,61,630
1390,360000,2,50,3,2,31,63,640
1391,65000,2,27,5,1,31,64,650
1392,45000,1,17,3,1,31,64,650
1393,65000,1,41,4,2,31,64,678
1394,100000,2,44,5,2,31,63,650
1395,300000,1,55,5,2,31,63,660
1396,30000,2,49,3,2,31,63,660
1397,200000,1,48,3,2,31,63,650
1398,120000,1,62,4,2,31,62,678
1399,900000,2,62,3,5,31,62,620
1400,360000,1,55,3,2,31,63,650
1401,360000,2,52,3,2,31,63,650
1402,240000,1,70,4,4,33,61,650
1403,120000,2,25,5,1,33,62,620
1404,300000,1,28,4,2,33,62,630
1405,99000,2,43,4,1,33,61,640
1406,40000,2,45,5,2,33,62,678
1407,360000,2,43,5,2,33,63,678
1408,500000,2,50,6,4,31,63,678
1409,2000000,1,33,5,1,33,61,650
1410,330000,2,49,5,2,33,63,678
1411,360000,2,35,5,2,32,63,678
1412,360000,2,42,6,2,33,63,678
1413,240000,2,46,4,2,33,63,678
1414,1000000,2,35,5,2,32,64,678
1415,2000000,1,78,4,2,31,62,678
1416,30000,2,52,3,2,31,61,620
1417,240000,1,56,5,2,31,63,630
1418,1000000,2,68,2,2,31,61,620
1419,240000,1,39,5,2,35,63,678
1420,240000,2,65,6,1,31,61,640
1421,200000,2,43,5,2,33,64,630
1422,120000,2,46,4,2,33,64,640
1423,120000,2,49,3,2,31,64,660
1424,500000,2,16,3,1,31,64,660
1425,120000,1,46,4,2,35,64,620
1426,120000,2,44,5,2,35,64,620
1427,120000,1,50,3,2,31,61,640
1428,5000,2,37,3,2,31,64,640
1429,20000,2,70,5,1,31,61,630
1430,600000,1,37,3,2,31,63,630
1431,480000,1,39,4,2,31,63,640
1432,200000,2,58,3,2,32,64,678
1433,300000,2,33,4,1,31,63,630
1434,120000,1,40,3,2,31,62,640
1435,240000,2,47,4,2,33,63,640
1436,200000,1,64,5,2,31,61,660
1437,240000,1,39,4,2,32,61,678
1438,60000,1,46,4,2,33,64,630
1439,120000,2,63,3,2,31,63,630
1440,240000,2,44,6,4,31,64,630
1441,240000,2,84,5,5,31,64,630
